SSec_Code,SSec_Name_E
130544,Kafr El Zakazek El Kably
130545,Kafr El Shawra
130546,Kafr El Shakh Khalefa
130547,Kafr El Saida
130548,Kafr El Ghonimy
130549,Kafr Ayoub Awad
130550,Kafr Badran
130551,Kafr Bekatar Saad
130552,Kafr Hasan Ata Allah
130553,Kafr Hasan Okasha
130554,Kafr Hasan Nada
130555,Kafr Husien El Tobgy
130556,Kafr Slama Ibrahim
130557,
130558,Kafr Shalshamon
130559,Kafr Abd Allah Shankas
130560,Kafr Abd Allah Azeza
130561,Kafr Abd El Naby
130562,Kafr Osman Efat
130563,Kafr Aly Ghaly
130564,Kafr Omar Mostafa
130565,Kafr Farag Garges
130566,Kafr Mohamed Ahmed
130567,Kafr Mohamed El Ghatory
130568,Kafr Mostafa
130569,Kafr Mossa Shawesh
130570,Kafr Mit Bashar
130571,Kafr Shaban
130572,Kafr Mit Sohil
130573,Nafr Nashwa
130574,Kafr Youssief Samry
130575,Kom Halin
130576,Malams
130577,Monshat Shafek
130578,Meet Bashar
130579,
130580,Meet Sohil
130581,Meet Yazed
130582,Kafr Abu Shehata
130583,Kafr El Maragha
130601,Mashtol El Sok
130602,Abrash
130603,El Batea
130604,El Khasha
130605,El Sahafa
130606,El Ghafarea
130607,El Manasra
130608,El Moneir
130609,Dahmasha
130610,Kasha
130611,Kafr Abrash
130612,Kafr El Sharabaia
130613,Kafr Dahashma
130614,Kafr Youssief
130615,Nabtet
130701,Belbes City
130702,El Blashon
130703,El Gosak
130704,El Rawdah
130705,El Dhashana
130706,El Zwamil
130707,El Saadat
130708,El Sedaia
130709,El Salam
130710,El Shaghanaba
130711,El Shwalaia
130712,El Tahawia
130713,El Absy
130714,El Adlaia
130715,
130716,El Kotayba
130717,El Kafr El Adeem
130718,El Mansheyah
130719,Enshas El Raml
130720,Awlad Saif
130721,Awlad Mehana
130722,Basatein El Ismaeilia
130723,Basatein Serag El Dein
130724,Bany Saleh
130725,Beir Emara
130726,Tal Rozan
130727,Hefna
130728,Selmant
130729,Sendanhour
130730,Shubra El Nakhla
130731,Gheta
130732,Karmala
130733,
130734,Kafr Ibrahim El Ayady
130735,Kafr Akiad
130736,Kafr El Shakh Essa
130737,Kafr El Arab
130738,Kafr Ayoub Soliman
130739,Kafr Bany Alem
130740,Kafr Hafna
130741,Kafr Masoud Hagazy
130742,Menyet Salmant
130743,Menyet Santa
130744,Meet Gaber
130745,Meet Habib
130746,Meet Haml
130747,Meet Rabiah El Baidaa
130748,Meet Mala
130749,Monshat El Salam
130750,Noba
130751,Houd El Nada
130801,Qesm 1st 10 Of Rammadan
130901,Qesm 2nd 10 Of Rammadan
131001,Abo Hamad City
131002,El Asdaia
131003,El Gafaraia
131004,El Halmaia
131005,El Horaia
131006,El Khaies
131007,El Sanagra
131008,El Saadia
131009,El Shakh Gabel
131010,El Sawa
131011,El Abasah
131012,El Amara
131013,El Araky
131014,El Atawya
131015,El Moseed
131016,El Nasr
131017,Bahteit
131018,Bany Ayoub
131019,Bany Gary
131020,Tal Moftah
131021,Shenbaret El Tenanat
131022,
131023,Tobegr
131024,Alem
131025,Amret
131026,Arab El Fadan
131027,Kafr Abo Moslem
131028,Kesheik
131029,Kafr El Azzazy
131030,Kafr Abo Nagm
131031,Kafr Hafez
131032,Kafr Zedan Mandel
131033,Kafr Ayad Karim
131034,
131035,Meet Radin
131101,Hihya City
131102,El Ahsania
131103,El Zarzamon
131104,El Sakakara
131105,El Salamony
131106,El Shabrawen
131107,El Adawa
131108,El Alakama
131109,El Awaslaga
131110,El Fawaksa
131111,El Mahmoudeyah
131112,El Mesalamy
131113,El Moutawaa
131114,Hod Negeih
131115,Kholwah Abu Hatab
131116,Sharsheima
131117,Sobaih
131118,Kafr Abo Hatab
131119,Kafr El Sheikh El Zawahry
131120,Kafr El Khodery
131121,Kafr El Abad
131122,Kafr El Mahmodaia
131123,Kafr Awlad Ataia
131124,Kafr Hamouda Arnaout
131125,Kafr Dabos
131126,Kafr Ageba
131127,Manzel Haian
131128,Monshaet Ghaly Mansour
131129,Mahdaia
131201,Deyarb Negm
131202,Abo Ead
131203,Akrash
131204,Akwah
131205,El Gawashna
131206,El Beshnety
131207,El Soweny
131208,El Asaida
131209,El Atayaa
131210,El Mogaffef
131211,El Manasfour
131212,El Maysah
131213,El Hawaber
131214,Barmekm
131215,Bahnia
131216,Tal El Qady
131217,Gemeza Bani Amr
131218,Heset El Rohban
131219,Debeig
131220,Deiarb El Souk
131221,Shubra Sora
131222,Shenbaret Menkela
131223,Shobak Akrash
131224,Safour
131225,Saft Zoraik
131226,Sahbara
131227,Taha El Marg
131228,Ferghana
131229,Kaweisha
131230,Karmout Sahbara
131231,Karadeis
131232,Kafr Abu Bery
131233,Kafr Abo Mtna
131234,Kafr El Basha
131235,Kafr El Hag Hasan
131236,Kafr El Akl
131237,Kafr El Laba
131238,Kafr Genedy
131239,Mena Haret
131240,Monshat Safwat
131241,
131242,
131243,Monshat Kasem
131244,Monshat Koshk
131245,Monshat El Ataren
131301,
131302,El Habash
131303,El Halawat
131304,El Khodaraia
131305,El Sods
131306,El Tardaia
131307,Tal Mohamed
131308,Sharkia Mobasher
131309,Tawahein Akrash
131310,Kateifa Mobasher
131311,Kafr El Galaila
131312,Kafr El Shorafa El Bahary
131313,Kafr El Shakh Dawod
131314,Kafr Abo El Deab
131315,Kafr Awad Soliman
131316,Kafr Mohsin
131317,Kfour Nagm
131318,Mobasher
131319,Monshat El Tahrer
131401,Abu Kebir City
131402,Abo Yasein
131403,El Ahrar
131404,El Haswah
131405,El Hamadein
131406,El Dahtamon
131407,El Rahmanaia
131408,El Reyad
131409,El Ghaba
131410,El Aramous
131411,El Meshaala
131412,El Azazaia
131413,Awlad Mosa
131414,Bani Ayadd
131415,Gazeiret El Shaikh
131416,Santris
131417,Tokh El Karamous
131418,Farasha
131419,Kafrel Sawaky-Tashmal Kafr Maher
131420,Kafr El Noseery
131421,Kafr Habetet
131422,Manzel Maimon
131423,Monshaet El Mansterly
131424,Monshat Radwan
131425,Monshat Sadky
131426,Nazlet El Aren
131427,Nazlet Khaial
131428,Harbit
131501,Kafr Sakr City
131502,Abo El Shokok
131503,Abo Harez
131504,El Boha
131505,El Hwamda
131506,El Rbaaien
131507,El Sewerky
131508,El Sharakia
131509,El Sora
131510,El Qarabeen
131511,Elkodah
131512,
131513,El Mowansa
131514,El Hagarsa
131515,Teleiga
131516,Hanout
131517,Sengeha
131518,Shaneet El Harabwah
131519,Seit El Hawa
131520,Qarajah
131521,Kafr Abo Sharabaia
131522,Kafr El Hadidy
131523,Kafr Hamad
131524,Kafr Abd El Shaid Shenouda
131525,Monshaet Ben El Aasy
131526,Monshaet Shalaby
131527,Monshat Youssief Mansour
131528,Mansheyet Abd El Latef Waked
131529,Natora
131530,Nogom
131601,Awlad Saqr City
131602,Ibrahim Hasan
131603,El Sofaia
131604,Bani Hassan
131605,Bani Mansour
131606,Bani Abs
131607,Tal Rak
131608,Gazeiret Metawea
131609,Hamada
131610,Zwar Abo Lail
131611,Kasasein El Azhar
131612,Kafrel Shwafen
131613,Kafr El Farayha
131614,Monshaet Naser
131615,Monshat El Sadat
131616,
131617,Abu Owynat
131701,
131702,San El Hagar El Baharia
131703,El Bakarasha
131704,El Nagehy
131705,El Nasereyah
131706,El Qasaby Sharq
131708,Hanoura
131801,
131802,El Dwahraia
131901,
131902,El Akhewah
131903,El Gamalaia
131904,El Hagazy
131905,El Hamadein
131906,El Salhia 3 - El Abtal
131907,El Salhia 7 - El Ahrar
131908,El Salhia El Basateen
131909,El Malkeen El Bhrea
131910,El Malkeen El Kablayaa
131911,El Mounaga El Soghraa
131912,El Mounaga El Koubra
131913,Gazeret Saudi
131914,
131915,Samakein East
131916,Samakein West
131917,Shohadaa Bahr El Baqar 2
131918,Shohadaa Bahr El Baqar 3
131919,Shohadaa Bahr El Baqar 4
131920,Shohadaa Bahr El Baqar 5
131921,Kasasein El Shark
131922,Kahbona
131923,Monshaet Ragheb El Tahawy
131924,Monshat Mostafa Khalil
131925,Mansheyet Abo Amer
131926,
132001,
132101,Meet El Aaz
132102,Ashkor
132103,Akaed El Baharaia
132104,Akaed El Kablaia
132105,El Akhminaien
132106,El Berom
132107,El Gaadfrah
132108,
132109,
132110,El Khatara
132111,El Damaien
132112,El Daidamon
132113,El Rawdah
132114,El Zawia El Hamra
132115,El Soltana
132116,El Samana
132117,El Saleheyah
132118,El Sawaleh
132119,El Tawela
132120,El Aren
132121,El Azazy
132122,El Ghazaly
132123,El Fadadna
132124,El Namrout
132125,El Nawafaa
132126,El Nahasein
132127,El Haisamia
132128,Awlad El Adwy
132129,Awlad Abdein
132130,Bany Sereid
132131,
132132,Daraweish
132133,Dawar Geheina
132134,Dawama
132135,Seneita El Refaeieen
132136,Sawada
132137,Ghazala Abu Abdoun
132138,Kanteir
132139,Kafr Ibrahim Beshara
132140,Kafr El Ashkam
132141,Kafr El Hag Omar
132142,Kafr El Olama
132143,Kafr Shawesh
132144,Kafr Koshk
132145,Manshyet El Qady
132146,Manzel Naem
132147,Monshat Nabhan
132201,El Koreen
132301,
139899,
139999,Surrounded By Desert To 10Th Of Ramadan District
140101,
140201,
140301,El Ramlah
140302,El Shamout
140303,Betemdah
140304,Baqirah
140305,Bata
140306,
140307,Gamgarah
140308,
140309,Demlo
140310,Sandanhour
140311,Sheblenga
140312,Tahlah
140313,Farsis
140314,
140315,Kafr Abo Zahrah
140316,Kafr El Arbain
140317,Kafr El Gazzar
140318,Kafr El Hesah
140319,Kafr El Hamam
140320,Kafr El Shamout
140321,Kafr El Sheikh Ibrahim
140322,Kafr El Arab
140323,Kafr Bata
140324,Kafr Saad
140325,Kafr Sandanhour
140326,Kafr Tahlah
140327,Kafr Ata Allah
140328,Kafr Farsis
140329,Kafr Mowis
140330,Magoul
140331,Marsafa Wa Kafr Ahmad Hashish
140332,
140333,Monshat Banha
140334,Menyet El Sebaa
140335,Meet El Hofeyin
140336,Meet El Atar
140337,
140338,Meet Asem
140339,Neqbas
140340,Warwarah
140341,El Sahel
140401,Kafr Shokr City
140402,Asnit
140403,El Baqashin
140404,El Zamrouneyah
140405,El Shaqr
140406,El Safein
140407,
140408,
140409,Barqata
140410,Tasfa
140411,Kafr El Shahawi Khater
140412,Kafr El Welga
140413,Kafr Ragab
140414,Kafer Shraf El Dine
140415,Kafr Salib Selama
140416,Kafr Tasfa
140417,Kafr Abd El Sayed Nawar
140418,Kafr Izab Ghoneim
140419,
140420,Kafr Mansour
140421,Kofur Amer Wa Radwan
140422,Meet El Derig
140423,
140501,Tokh City
140502,
140503,
140504,
140505,El Hesah
140506,El Haswah
140507,El Dayr
140508,El Safaynah
140509,El Sifa
140510,El Saleheyah
140511,El Safa
140512,El Abadlah
140513,
140514,El Ghazawyah
140515,El Manzelah
140516,
140517,
140518,
140519,Beltan
140520,Tersa
140521,
140522,
140523,Dandana
140524,Zawyet Beltan
140525,Sanharah
140526,
140527,Shubra Hars
140528,Tant El Gazirah
140529,Arab El Rawashda
140530,
140531,Qarqashandah
140532,Kafr El Gemal
140533,Kafr El Hadadin
140534,Kafr El Hasafah
140535,Kafr El Regalat
140536,Kafr El Amar
140537,Kafr El Foqahaa
140538,Kafr El Nakhlah
140539,Kafr Hasan Saad
140540,Kafr Elwan
140541,Kafr Mansour
140542,Kfour Abed
140543,Kom El Atron
140544,Moshtahar
140545,Mansheyat El Amar
140546,Mansourah Namoul
140547,Meet Kenanah Wa Kafr Shoman
140548,Namoul
140549,Kom Mobten
140601,Qaha City
140602,El Hesaneyah
140603,
140701,
140702,Abo El Gheit
140703,
140704,El Akhminaien
140705,El Baradaah & Khelwtha
140706,El Kharqaneyah
140707,
140708,El Moneira
140709,Basous
140710,Bahadah
140711,Sandabis
140712,Shubra Shehab
140713,Shelqan
140714,Qaranfil
140715,Kafr El Hareth
140716,
140717,Kafr Selim
140718,Kafr Alim
140801,qaliob City
140901,
140902,El Eslah El Zeraay
140903,El Sad
140904,El Sabah
140905,Belkeis
140906,Halaba & Kafr El Sabel
140907,Zawyet El Nagar
140908,Sandyoun
140909,Sanafir
140910,Tanan
140911,Qelma
140912,Kafr Abu Gomaa
140913,Kafr Ramadah & El Torgoman
140914,Kom Ashfin
140915,
140916,Meet Helfa
140917,Meet Nma
140918,Abu Sena
141001,
141002,Begam
141003,Shubra Damanhour
141101,Bahteim
141102,Mostord
141201,El Khosos City
141301,Shibin El Qanatir City
141302,El Ahrar
141303,El Gaadfrah
141304,El Hezania
141305,El Hesaneyah
141306,El Hasafah
141307,El Zahweyyin
141308,El Selmaneyah
141309,El Shubak
141310,El Etarah
141311,El Qashish
141312,El Qelzam
141313,El Kawm El Ahmar
141314,El Marig
141315,
141316,Tel Bani Tamim
141317,Tahanoub
141318,Tahoureyah
141319,Arab El Shaara
141320,Arab El Sawalhah
141321,Kafr El Dayr
141322,
141323,Kafr El Shubak
141324,
141325,
141326,
141327,Kafr Sendowah
141328,Kafr Shebin
141329,Kafr Taha
141330,Kafr Tahoureyah
141331,Kom El Samn
141332,Kafr Soliman El Wer
141333,Monshaet El Keram
141334,Menyet Shebin
141335,
141336,Nob Taha
141337,
141401,Ahmed Gharib
141402,Awad Saleh
141403,Mohamed Shafeey
141404,Amin Youssef
141501,Abu Zaabal
141502,El Kalg
141503,El Manayil
141504,El Minyah
141505,Saryaqos
141506,Sandouh
141507,Arab El Abayda
141508,Arab El Eleykat
141509,El Gabal El Asfar
141510,23 july
141511,Kafr Hamzah
141512,Kafr Ebyan
141513,El Gabal El Asfar Farm
141601,El Abor
141602,Ahmed Orabi Association
149999,Surrounded By Desert To El Obour Districit
150101,Meet Elwan
150102,El Molhakat
150103,Awad El Zawaawy
150104,Sakhaa
150105,Ali Mostafa El Zawaawy
150201,El Shawadfy El Laqany
150202,Beder Elawaa
150301,Sedi Ghazy - Qeta El Zawyah
150302,
150303,Abu Tamadah
150304,Adrigah
150305,Arimon
150306,Ishaqa
150307,El Bakhanis
150308,El Hedoud
150309,El Halaqy
150310,El Hamraa
150311,El Khademeyah
150312,El Khodeery
150313,El Shamarqah
150314,El Tayfah
150315,El Tarabeyah
150316,El Qarda
150317,El Kafr El Gadid
150318,El Merabein
150319,El Netaf
150320,Bateitah
150321,Belshashah
150322,Helis
150323,Dafreyah
150324,Deqlat
150325,Doqmerah
150326,Rezqat El Shenawi
150327,Rezqat Amay
150328,Reweinah
150329,Shenw
150330,Sandela
150331,Qarajah
150332,Kafr Abu Tabl
150333,Kafr El Hamrawi
150334,Kafr El Tayfah
150335,Kafr El Merabein
150336,Kafr El Manshi El Bahari
150337,Kafr Dafreyah
150338,Kafr Askar
150339,Kafr Matboul
150340,Matboul
150341,Mahalet El Qasab
150342,Mahelat Mousa
150343,Masir
150344,Mustafa Kamel - El Tawahena
150345,Menyet Masir
150346,Nasrah
150347,Monshat El Safa
150401,El Riyad City
150402,Abo Rayah
150403,Abo Mostafa
150404,El Bareyah
150405,El Bashayer
150406,El Hasfah
150407,El Raseef
150408,El Raghamah
150409,El Dabah
150410,El Aqoulah
150411,El Abasia
150412,El Emdan
150413,El Mothelath
150414,El Wazireyah
150415,Baqloulah
150416,Farag
150417,
150418,Um Sen El Kobra
150419,El Magd 55
150501,El Hamul City
150502,
150503,El Bana & Ezabha
150504,El Zafaran
150505,El Kafr El Sharqy
150506,
150507,El Taftesh
150508,Gharb Terah
150509,
150510,
150601,El Sheyakha El Ola
150602,
150603,
150604,
150701,Abshan
150702,El Shotout
150703,El Elameyah
150704,El Kom At - Tawil
150705,El Nasereyah
150706,El Hemah
150707,Hazeq
150708,Dar El Salam
150709,Ezbet Badawi
150710,Kafr El Garaydah
150711,Kafr El Agami
150712,Kafr El Qata
150713,Kom El Hegnah
150714,El Hawaa
150801,Baltim City
150802,Masyaf Balteem City
150803,
150804,El Banaeen
150805,El Hamad
150806,El Rabea (Souq El Thelath)
150807,El Sahel El Bahary - Balosh
150808,El Sahel El Qebly - El Wahabia
150809,El Shehabeyah
150810,El Sheikh Mobarak
150811,El Ayash
150812,Bar Bahary
150813,El Zahraa
150901,Metobas City
150902,Abiana
150903,El Gazirah El Khadra
150904,El Qeni
150905,El Qomesyoun Sharq
150906,El Qomesyoun Gharb
150907,Borg Megheizel
150908,Boronbal
150909,Bereidah
150910,Bani Bakar
150911,
150912,Ezab El Khaleg Bahary
150913,Ezab El Gharb
150914,Ezab El Waqf Bahary
150915,Ezab El Waqf El Qebly
150916,Ezbet Amr
150917,Maadyet Mahdy & El Ergan
150918,Menyet El Morshed
151001,Fowa City
151002,Abo Deraz
151003,El Salmeyah
151004,El Mansheyah
151005,El Fotouh
151006,Sandyoun
151007,Shamshirah
151008,Aryan
151009,Qabrit
151010,Menyet El Ashraf
151101,Sidi Salim City
151102,Abo Ghanimah
151103,Abo Eleiwah
151104,
151105,Ezbet El Khawaled
151106,El Hadadi Wa Izabha
151107,El Rawdah
151108,El Salehat
151109,El Eisawia
151110,El Foqaha El Bahareyah
151111,El Foqaha El Qebleyah
151112,El Qedabi
151113,El Handasah
151114,El Waraq
151115,Baryet Lasfeer
151116,Bared & Kafr El Youssef
151117,Tidah
151118,Damro
151119,Sad Khamis
151120,Shalmah
151121,
151122,Kafr El Masharqah
151123,Kafr Tidah
151124,
151125,Monshat El Masri
151126,Monshat Abas
151127,Monshat Aql
151128,
151129,El Qan
151130,El Balasy
151201,Disuq City
151301,Ebto
151302,Abyouqa
151303,El Ibrahimaia
151304,El Shon
151305,El Safyah Wa Mit El Hamid
151306,El Agozein
151307,El Mandourah
151308,El Nawaygah
151309,Gamgamoun
151310,Demro Salman
151311,Demenkah
151312,Sanhour El Madinah
151313,Shabah
151314,Shebas El Shohada
151315,Shebas El Melh
151316,Ezab Abu Mandour
151317,Ezab El Zawamel
151318,Ezab El Shabaseyah
151319,Kafr Ibrahim
151320,Kafr Abo Zeyadah
151321,Kafr El Kheir
151322,Kafr El Soudan
151323,Kafr El Arab
151324,Kafr Umm Yousef
151325,
151326,Kafr Magar
151327,Kanisat El Saradosi
151328,Lasefer
151329,
151330,Mahalet Deyay
151331,Mahalet Malek
151332,Monshat Betah
151333,Monshat Zalouk
151334,
151335,Menyet Ganah
151401,Qillin City
151402,El Bakatosh
151403,El Shaqah
151404,El Ghoneimi
151405,El Kordi
151406,El Kafr El Bahari
151407,El Monshah El Soghra
151408,El Monshah El Kobra
151409,El Manshelin
151410,Belankomah
151411,Hesat El Ghoneimi
151412,Shebas Emeir
151413,Sarwah
151414,Tawilah Nashart
151415,Qazman
151416,Qonah
151417,Kafr El Gazaer
151418,Kafr El Marazqah
151419,Kafr El Mashayekh
151420,Kafr Yousef Hans
151421,Kafr Yousef Dawoud
151422,Monshat El Shazli
151423,Monshat Shabrato
151424,Menyet Qill In
151425,Meet El Dibah
151426,Monshat Aglan
151427,Nashart
160101,
160102,Saad El Deen
160103,
160104,
160105,
160106,
160107,
160108,
160109,
160110,
160201,
160202,Mohamed Megahed
160203,Hassan Salem
160204,
160205,El Sayed Mansour
160206,Mohamed Abd El Aal
160207,Mahmoud Abu Shaleb
160208,
160209,Ahmed Abd El Rahman
160210,Mohamed Taha
160211,
160212,El Shaarawy
160213,
160214,Mohamed Ismail
160215,Ahmed Awaga
160216,Fakhry Geesah
160217,Mohamed Geaisa
160299,Khareg El Zemam
160301,Ikhnawy El Zelafah
160302,El Gohareyah
160303,El Ragdeyah
160304,El Ramleyah
160305,El Korsah
160306,Borma
160307,Brik El Hagar
160308,Talbant Qaysar
160309,Hesat Borma
160310,Hesat Shabshir
160311,Kharsit
160312,Dafrah
160313,Dakodah
160314,Damshit
160315,
160316,Sebtas
160317,Shubra El Namlah
160318,Shabshir El Hessah
160319,Shaqraf
160320,Shobar
160321,Shoni
160322,Sanadid
160323,Fisha Selim
160324,Kafr Abo Dawoud
160325,Kafr El Hema
160326,Kafr El Sahel
160327,
160328,Kafr El Sheikh Selim
160329,
160330,
160331,Kafr El Mansourah
160332,Kafr Khedr
160333,Kafr Sebtas
160334,Kafr Tarnah
160335,Kafr Esam
160336,Kafr Elwan
160337,Kafr Masoud
160338,Kanisat Damshit
160339,Mahalet Roh
160340,Mahalet Marhoum Wa Hesatha
160341,Mahalet Menouf
160342,
160343,Mansheyet El Awqaf
160344,Mansheyat Ganzour
160345,Manyel El Heweishat
160346,Meet El Soudan
160347,Meet Hebeish El Bahareyah
160348,Meet Hebeish El Qebleyah
160349,Nafya
160350,Newag
160401,
160402,Abu El Gahour
160403,
160404,El Anbotin
160405,El Bedenganeyah
160406,El Bandarah
160407,El Gafaraia
160408,El Gemezah
160409,El Regabeyah
160410,El Qorasheyah
160411,El Korama
160412,
160413,
160414,Baqloulah
160415,
160416,Belkim
160417,
160418,Tag El Agam
160419,
160420,Sahim
160421,
160422,Shubrabil El Kananyah
160423,Shubra Qas
160424,Shandelat
160425,Shanraq
160426,
160427,Tokh Mazid
160428,
160429,Kafr El Hajj Dawoud
160430,Kafr El Sheikh Moftah
160431,Kafr Khazael
160432,Kafr Salem El Nahal
160433,Kafr Soliman Awd
160434,Kafr Qortam
160435,Kafr Kela El Bab
160436,
160437,Mesahelah
160438,
160439,
160440,Menyet Tokh
160441,Meet El Layt Baklawlah
160442,
160443,Meet Ghazal
160444,Meet Maymoun
160445,Meet Yazid
160501,Zefta City
160502,El Reyad
160503,El Samelaweyah
160504,El Dababshah
160505,El Ayshah
160506,El Gharib
160507,Tefehna El Izab
160508,Hanout
160509,Hanoun
160510,Damanhour El Wahsh
160511,Dahtourah
160512,Senbat & Hesetha
160513,
160514,Sandabast
160515,Shubra El Yaman
160516,Shubra Melas
160517,Shershabah
160518,Sheshta
160519,Farsis
160520,
160521,Kafr Ismail
160522,Kafr El Gazirah
160523,
160524,Kafr El Daghaydah
160525,Kafr El Dib
160526,Kafr El Zaytoun
160527,Kafr El Sehimeyah
160528,Kafr El Sanadeyah
160529,
160530,Kafr El Arab
160531,
160532,
160533,Kafr Husein
160534,Kafr Damanhour El Qadim
160535,Kafr Sonbat
160536,Kafr Senbo
160537,Kafr Shahin
160538,Kafr Shubra El Yaman
160539,Kafr Shubra Qeloug
160540,Kafr Sheshta
160541,Kafr Shamarah
160542,
160543,
160544,Kafr Farsis
160545,Kafr Mit El Haroun
160546,
160547,Majid Wasif
160548,Monshat Hatem
160549,Monshat Hasan
160550,Meet El Bez
160551,Meet El Haroun
160552,Meet El Rakha
160553,Meet El Mobasherin
160554,Meet El Mokhles
160555,
160601,Samanoud City
160602,Abu Seer Bana
160603,El Rahebin
160604,El Azizeyah
160605,El Nasereyah
160606,El Nawyah
160607,Bana Abu Seer
160608,Bahbit El Hegarah
160609,Tolaymah
160610,Kafr El Tabaneyah
160611,Kafr El Sharaqwah
160612,
160613,Kafr El Azizeyah
160614,Kafr Hassan
160615,Magoul
160616,Mahalet Khalaf
160617,Mahalet Zeyad
160618,Monshaet Nazif
160619,Meet Badr Halawah
160620,Meet Habib El Sharqeyah
160621,Meet Asas
160622,Meet Hashem
160701,Hussin Sayed Ahmad Aly
160702,El Borg
160703,Nasser
160801,Ahmed El Mansy
160802,
160803,
160804,Mustafa Mustafa El Agroudy
160901,El Tahrer
160902,El Masy Sarhan
160903,Abd El Hay Shalaby
160904,Mohamed Hussen El Sahly
161001,Abo El Nagah
161002,El Ensha
161003,El Banawan
161005,
161005,El Gabereyah
161006,El Dawakhleya
161007,El Segaeyah
161008,
161009,El Amereyah
161010,El Atmania
161011,El Qaratia
161012,El Qasreyah
161013,El Kameleyah
161014,El Motamadeyah
161015,El Hayatem
161016,Bashbish
161017,Batinah
161018,Belqina
161019,Dakhmes
161020,Demetno
161021,Damaro Khomrah - Damro El Sadat
161022,Denoshr
161023,Deyarb Hashem
161024,Samoul
161025,Senbarah
161026,Sindsis
161027,Shubra Babel
161028,Shubra Melkan
161029,Shubra Nabat
161030,Saft Torab
161031,Tarena
161032,Tenbaraha
161033,Etaf
161034,
161035,
161036,Kafr El Abaydah
161037,
161038,Kafr Dakhmes
161039,Kafr Demento
161040,Kafr Demro
161041,Kafr Fyala
161042,Kafr Qaritnah
161043,Labshit
161044,Lomana El Gadidah
161045,
161046,Mahalet El Qasab
161047,Mahalet Hasan
161048,Mansheyet El Omaraa
161049,Mansheyet El Awqaf
161050,
161051,Mansheyat Shentena Iash
161052,Meet El Serag
161053,Meet El Leit Hashem
161054,Nemret El Basel
161101,Qoutour City
161102,Abshoway El Malaq
161103,El Rayaynah
161104,El Shin
161105,
161106,
161107,El Emah
161108,Amiot
161109,Beltag
161110,Borig
161111,Hawin
161112,Khabatah
161113,Damat
161114,Sagin El Kawm
161115,
161116,Samla
161117,
161118,Shubra Nebas
161119,Sard
161120,
161121,
161122,Kafr Ahmad Shalabi
161123,
161124,Kafr Beldam
161125,Kafr Saadoun
161126,Kafr Mahalet Masir
161127,
161128,Mahelet Masir
161129,
161130,Meet El Sheikh
161131,Nashil
161201,Basyoun City
161202,El Hadad
161203,El Forostoq
161204,El Qadabah
161205,Bar El Hamam
161206,Genag
161207,Hesat Abyar
161208,Selamon El Ghobar
161209,Shabratna
161210,Shabrato
161211,Shafa & Qaroun
161212,Sa El Hagar
161213,Qarensho
161214,
161215,Kafr El Hamam
161216,Kafr El Dawar
161217,Kafr El Manshy Abu Homr
161218,Kafr Salem El Hebab
161219,Kafr Soliman
161220,Kafr Nasir
161221,Kanisat Shubrato
161222,Kom El Nagar
161223,Mahalet El Laban
161224,Mashal
161225,
161226,Monshat Basyoun
161227,Meet El Kheir
161228,Meet Sharif
161229,Nagrig
161301,Kafr El Zayat City
161302,Abo El Ghar
161303,Abyar
161304,Abig
161305,
161306,Asdimah
161307,Akwah El Hesah
161308,El Delgamon
161309,El Talbeyah
161310,Mohamed Naguib - El Neharia Prev
161311,Banofar
161312,
161313,Doqorn
161314,Delebshan
161315,Shubra Ris
161316,Qasta
161317,Qasr Baghdad
161318,Qasr Nasr El Din
161319,Qelib Abyar
161320,Kafr Akhsha
161321,Kafr El Ashqar
161322,Kafr El Bagah
161323,Kafr El Shorbagy
161324,Kafr El Arab
161325,Kafr El Qusar
161326,Kafr El Hawashem
161327,Kafr Hashad
161328,Kafr Dima
161329,Kafr Shemakh
161330,Kafr Mashla
161331,Kafr Yaqoub
161332,
161333,
161334,Mashla
161335,
161336,Monshat Solayman
161337,Mansoryet El Farastaq
161338,Menyet Abyar
170101,Godaa Mousa Habeb
170102,Hassen Hassen Amer El Kamash
170103,Sayed Ahmed Hassen El Qet
170104,Ali Mohamed Ali Salema
170105,Kafer El Maslhyaa
170106,Meet Khaqan & Hesetha
170201,
170202,El Batanon & Hesetha
170203,El Delaton Wa Rezqet Shams El Din
170204,El Raheb
170205,El Sokareyah
170206,El Aseltah
170207,El Koum El Akhdar
170208,
170209,El Meseilhah
170210,Batbas
170211,
170212,Hesat Melig
170213,Dekma
170214,
170215,Selka
170216,Shubra Bas
170217,Shubra Khelfoun
170218,Shanon
170219,Shanofah
170220,Tanbadi
170221,Kafr El Batanon
170222,Kafr El Sheikh Khalil
170223,Kafr El Agayzah
170224,Kafr Deqmaq
170225,Kafr Shenwan
170226,
170227,
170228,Melig
170229,Monshat El Sharikein
170230,Monshat Bakhati
170231,Monshat Shenwan
170232,Meet El Moz
170233,Meet Khalaf
170234,Meet Afia
170235,Meet Masoud
170236,
170301,El Shohada City
170302,
170303,Abo Kels
170304,El Eraqeyah
170305,
170306,Gazeret El Hagar
170307,Daragil
170308,Danasor
170309,
170310,
170311,
170312,Sahel El Gawaber
170313,Sarsamos
170314,
170315,
170316,Shemyates
170317,Ashma
170318,Amrous
170319,Kafr Ashma
170320,Kafr El Gelabtah
170321,Kafr El Gamelah
170322,Kafr El Sawalmeyah
170323,Kafr El Shabea
170324,
170325,
